ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunshineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount,TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil30cm,TxSoil50cm,TxSoil100cm
11,1012.7,1014.9,1014.8,2024/10/11 21:09,1011.2,2024/10/11 01:27,24.5,27.1,2024/10/11 10:06,22.9,2024/10/11 04:54,19.9,76,64,2024/10/11 09:27,2.7,40,9.5,10,2024/10/11 10:46,0,0,0,--,0,--,0.3,2.6,7.01,15.6,2.4,5,2024/10/11 11:00,9.6,24.5,24.6,25,25.4,26.4,27.5,28.5
12,1013.8,1016,1015.2,2024/10/12 08:28,1012.7,2024/10/12 13:49,25.6,29.6,2024/10/12 11:23,22.7,2024/10/12 06:20,20.9,76,59,2024/10/12 11:14,2.2,260,6.4,20,2024/10/12 11:13,0,0,0,--,0,--,2.3,19.9,13.9,21,3.2,10,2024/10/12 12:00,9.2,25.9,25.9,26,25.7,26.4,27.3,28.3
13,1013.2,1015.4,1014.7,2024/10/13 09:06,1011.6,2024/10/13 14:32,26.6,30.4,2024/10/13 11:06,23.4,2024/10/13 04:02,22.3,78,64,2024/10/13 09:51,1.9,260,6.4,130,2024/10/13 11:07,0,0,0,--,0,--,6.5,56.5,18.61,19,4,10,2024/10/13 12:00,5.6,26.9,27.1,27.1,26.9,27.4,27.9,28.2
14,1012,1014.2,1013.3,2024/10/14 08:32,1010.1,2024/10/14 14:25,26.7,30.7,2024/10/14 11:59,23.3,2024/10/14 05:15,22.2,77,61,2024/10/14 10:27,2.2,250,6,240,2024/10/14 07:23,0,0,0,--,0,--,9.3,81,20.94,22,4.8,9,2024/10/14 12:00,2.6,27.5,27.6,27.6,27.6,28.1,28.5,28.4
15,1012.2,1014.4,1014,2024/10/15 21:11,1010.4,2024/10/15 03:54,26.4,30.4,2024/10/15 10:49,23.6,2024/10/15 04:30,22.6,80,67,2024/10/15 08:51,2.9,270,8.9,360,2024/10/15 18:30,T,1.4,T,2024/10/15 17:15,T,2024/10/15 17:15,5.9,51.1,17.31,21,-3.5,9,2024/10/15 12:00,5.4,27.4,27.7,27.8,28,28.5,29,28.6
16,1013.1,1015.3,1014.6,2024/10/16 09:09,1011.5,2024/10/16 14:26,27.1,30.8,2024/10/16 11:45,24.2,2024/10/16 06:24,22.9,78,60,2024/10/16 09:45,2.9,260,10.3,30,2024/10/16 19:24,T,0.5,T,2024/10/16 18:38,T,2024/10/16 18:38,8.9,77.3,19.18,24,-3.9,9,2024/10/16 12:00,5.2,27.7,28,28,28.2,28.8,29.2,28.8
17,1012,1014.2,1013.7,2024/10/17 00:01,1010,2024/10/17 14:30,27.4,30.9,2024/10/17 10:21,24.5,2024/10/17 05:03,23.6,80,64,2024/10/17 10:13,2.2,100,6.2,60,2024/10/17 11:28,T,0.1,T,2024/10/17 01:08,T,2024/10/17 01:08,7.7,67.4,19.98,19.2,3.2,9,2024/10/17 12:00,5.6,28.7,28.9,28.9,28.9,29.2,29.5,28.9
18,1011.3,1013.5,1012.5,2024/10/18 09:49,1009.7,2024/10/18 14:38,27.1,30.5,2024/10/18 10:47,24.2,2024/10/18 06:09,23.9,83,72,2024/10/18 13:33,2.2,240,5.1,220,2024/10/18 07:11,0,0,0,--,0,--,10.3,90.4,21.15,22,4.8,9,2024/10/18 12:00,2.8,28.7,29,29.1,29.2,29.7,29.8,29.1
19,1012.8,1015,1015.8,2024/10/19 23:12,1010.7,2024/10/19 03:29,27.6,32.1,2024/10/19 12:05,23.3,2024/10/19 05:51,22.6,75,52,2024/10/19 10:29,3.4,10,12.5,40,2024/10/19 21:58,T,0.4,T,2024/10/19 20:25,T,2024/10/19 20:25,10.2,89.7,20.99,23,-3.5,9,2024/10/19 12:00,2.2,28.5,28.7,28.9,29.1,29.8,30,29.3
20,1015.5,1017.7,1017.4,2024/10/20 09:26,1014,2024/10/20 03:09,25.7,28.4,2024/10/20 13:21,24.3,2024/10/20 23:46,23.9,90,77,2024/10/20 12:52,3.5,30,11.1,30,2024/10/20 12:28,19.5,9.7,2.5,2024/10/20 06:03,5.5,2024/10/20 06:03,0.7,6.2,9.68,17,/,6,2024/10/20 12:00,9.4,26.9,27.1,27.7,28.4,29.4,29.9,29.5
21,1013.4,1015.6,1015.1,2024/10/21 08:33,1011.3,2024/10/21 14:16,26.5,29.8,2024/10/21 11:43,24.4,2024/10/21 00:01,23.5,84,70,2024/10/21 11:42,3,340,8.4,20,2024/10/21 13:27,1.5,0.4,1.5,2024/10/21 20:41,1.5,2024/10/21 20:41,2.1,18.5,13.43,15,-1.9,9,2024/10/21 12:00,8.8,27,27.1,27.4,27.6,28.5,29.2,29.4
22,1011.3,1013.5,1012.9,2024/10/22 08:06,1009.5,2024/10/22 14:10,26.6,29.8,2024/10/22 11:01,22.6,2024/10/22 06:03,22.8,79,70,2024/10/22 08:03,4.9,40,15.9,40,2024/10/22 19:04,0.5,0.2,0.5,2024/10/22 03:31,0.5,2024/10/22 03:31,7.2,63.6,18.64,23,5.3,8,2024/10/22 12:00,2.8,26.8,26.9,27.3,27.5,28.4,29,29.3
23,1009.6,1011.8,1011.9,2024/10/23 08:56,1007.9,2024/10/23 23:58,26,27.6,2024/10/23 11:21,25.1,2024/10/23 23:34,20.9,74,67,2024/10/23 12:12,7.3,40,18.7,40,2024/10/23 22:44,T,0.3,T,2024/10/23 15:20,T,2024/10/23 15:20,0.8,7.1,8.95,16,-1.6,7,2024/10/23 12:00,9.4,25.2,25.7,26.1,26.8,27.9,28.7,29.2
24,1005.8,1008,1008,2024/10/24 00:23,1003.7,2024/10/24 14:47,24.4,25.9,2024/10/24 04:01,23.1,2024/10/24 08:43,22.2,88,69,2024/10/24 04:04,4.1,20,15.5,20,2024/10/24 23:15,30.5,14.4,2,2024/10/24 09:11,7,2024/10/24 16:50,0,0,4.28,8.4,/,3,2024/10/24 13:00,10,24.4,24.6,25,25.5,26.7,27.9,29
25,1005.9,1008.1,1007.8,2024/10/25 21:47,1004.2,2024/10/25 03:32,26.2,30.1,2024/10/25 10:02,24.9,2024/10/25 02:41,24.9,93,75,2024/10/25 10:22,4.1,230,14.3,40,2024/10/25 04:13,51.5,9.1,9.5,2024/10/25 04:19,21.5,2024/10/25 03:36,1.8,16,9.75,13,/,6,2024/10/25 12:00,9.2,25.9,25.6,25.7,25.5,26.2,27,28.4
26,1007.4,1009.6,1009.1,2024/10/26 21:49,1005.4,2024/10/26 04:13,25.3,26.4,2024/10/26 12:41,24.4,2024/10/26 05:31,24.5,96,90,2024/10/26 16:49,2.1,220,7.7,220,2024/10/26 02:00,9.5,8.8,1,2024/10/26 08:20,3,2024/10/26 08:20,0,0,4.74,15,-0.2,3,2024/10/26 12:00,10,25.6,25.5,25.7,25.8,26.6,27.4,28.1
27,1007,1009.2,1008.8,2024/10/27 06:50,1004.5,2024/10/27 14:22,26.8,30.7,2024/10/27 11:50,23.5,2024/10/27 06:14,23.9,85,62,2024/10/27 11:17,2.6,20,12.3,60,2024/10/27 23:53,7,4.2,1.5,2024/10/27 05:19,3.5,2024/10/27 05:19,5.9,52.6,17.19,17.6,-2.8,9,2024/10/27 12:00,8.2,26.9,26.8,26.8,26.5,26.9,27.5,28
28,1007,1009.2,1008.9,2024/10/28 21:08,1005.3,2024/10/28 14:06,25.9,29.4,2024/10/28 10:47,23.8,2024/10/28 04:29,22.4,82,67,2024/10/28 12:17,5.5,40,17.1,40,2024/10/28 13:41,0.5,2.6,0.5,2024/10/28 01:47,0.5,2024/10/28 01:47,3.2,28.6,14.12,17,5.4,9,2024/10/28 12:00,8.2,26.1,26.4,26.7,26.9,27.6,28,28.1
29,1008.3,1010.5,1009.9,2024/10/29 09:40,1006.2,2024/10/29 14:22,25.9,28.9,2024/10/29 11:05,24.5,2024/10/29 23:55,20.8,74,63,2024/10/29 11:06,7.5,40,17.8,60,2024/10/29 15:39,T,0.3,T,2024/10/29 19:19,T,2024/10/29 19:19,5.5,49.2,16.96,14,-5,9,2024/10/29 12:00,6.4,25.5,25.7,26,26.4,27.1,27.8,28.1
30,1006.1,1008.3,1009.3,2024/10/30 08:57,1002,2024/10/30 23:47,25.8,28.1,2024/10/30 12:09,22.7,2024/10/30 05:37,22.4,82,68,2024/10/30 00:43,6.1,30,19.2,40,2024/10/30 19:56,8.5,4.4,2.5,2024/10/30 15:17,7,2024/10/30 14:50,0.6,5.4,6.2,9.6,/,4,2024/10/30 13:00,9.6,24.6,24.8,25.1,25.5,26.6,27.4,28.1
31,995.1,997.3,1002.2,2024/10/31 00:14,989.1,2024/10/31 15:00,26.1,27.6,2024/10/31 01:37,24.9,2024/10/31 11:07,24.8,93,83,2024/10/31 00:01,14.8,20,35,50,2024/10/31 09:18,252.5,22.4,15.5,2024/10/31 07:55,51.5,2024/10/31 07:23,0,0,0.65,7.2,/,0,2024/10/31 13:00,10,24.7,24.4,24.6,24.7,25.4,26.4,27.4
